year;ric;effect
2009;FRHC.PK;negative
2016;FRHC.PK;negative
2017;FRHC.PK;negative
2018;FRHC.PK;negative
2013;HCGI.PK;negative
2014;HCGI.PK;negative
2016;HCGI.PK;negative
2016;HCGI.PK;negative
2017;HCGI.PK;negative
2009;BMTC.O;negative
2010;BMTC.O;negative
2011;BMTC.O;negative
2012;BMTC.O;negative
2011;THR;negative
2012;THR;negative
2011;THR;negative
2012;THR;negative
2013;CBTX.O;negative
2010;ENVA.K;negative
2011;ENVA.K;negative
2001;BXG;negative
2002;BXG;negative
2003;BXG;negative
2004;BXG;negative
2009;BXG;negative
2010;BXG;negative
2004;CRZO.O;negative
2005;CRZO.O;negative
2007;CRZO.O;negative
2008;CRZO.O;negative
2009;CRZO.O;negative
2010;CRZO.O;negative
2002;RDNT.O;negative
2003;RDNT.O;negative
2004;RDNT.O;negative
2005;RDNT.O;negative
2010;RDNT.O;negative
2011;RDNT.O;negative
2012;RDNT.O;negative
2017;EEX;negative
2015;MOBL.O;negative
2016;MOBL.O;negative
2017;MOBL.O;negative
2012;TEN;negative
2013;TEN;negative
2013;TEN;negative
2014;TEN;negative
2015;TEN;negative
2016;TEN;negative
2017;TEN;negative
2014;TEN;negative
2015;TEN;negative
2016;TEN;negative
2017;TEN;negative
2018;TEN;negative
2012;GLDD.O;negative
2000;TPC;negative
2001;TPC;negative
2010;TPC;negative
2011;TPC;negative
2012;TPC;negative
2005;PCOA.PK;negative
2006;PCOA.PK;negative
2007;PCOA.PK;negative
2009;PCOA.PK;negative
2011;PCOA.PK;negative
2017;BY;negative
2011;CERS.O;negative
2008;NCMI.O;negative
2009;NCMI.O;negative
2009;NCMI.O;negative
2015;NCMI.O;negative
2016;NCMI.O;negative
2005;GLP;negative
2013;GLP;negative
2015;ASIX.K;negative
2017;ASIX.K;negative
2011;ULH.O;negative
2012;ULH.O;negative
2013;PDVW.O;negative
2014;PDVW.O;negative
2012;PDVW.O;negative
2013;PDVW.O;negative
2014;PDVW.O;negative
2001;NR;negative
2002;NR;negative
2003;NR;negative
2004;NR;negative
2005;NR;negative
2010;VIVK.PK;negative
2003;ASTE.O;negative
2011;ASTE.O;negative
2012;ASTE.O;negative
2013;ASTE.O;negative
2014;ASTE.O;negative
2003;NPK;negative
2004;NPK;negative
2005;NPK;negative
2012;PI.O;negative
2013;PI.O;negative
2014;PI.O;negative
2015;PI.O;negative
2016;PI.O;negative
2009;WLL;negative
2010;WLL;negative
2012;FBM;negative
2013;FBM;negative
2016;APTS.K;negative
2014;CIVI.K;negative
2015;CIVI.K;negative
2012;LOB.O;negative
2013;LOB.O;negative
2014;LOB.O;negative
2003;VHI;negative
2004;VHI;negative
2006;GLT;negative
2010;GLT;negative
2012;GLT;negative
2013;GLT;negative
2014;GLT;negative
2010;CPS;negative
2013;GHC;negative
2012;GHC;negative
2013;GHC;negative
2014;GHC;negative
2014;GHC;negative
2004;FOSL.O;negative
2004;FOSL.O;negative
2005;FOSL.O;negative
2006;FOSL.O;negative
2004;HY;negative
2015;AXSM.O;negative
2016;AXSM.O;negative
2009;AEGN.O;negative
2010;AEGN.O;negative
2014;AEGN.O;negative
2015;AEGN.O;negative
2016;AEGN.O;negative
2017;AEGN.O;negative
2010;CUBI.K;negative
2015;CUBI.K;negative
2016;CUBI.K;negative
2017;CUBI.K;negative
2018;CUBI.K;negative
2007;CMO;negative
2008;CMO;negative
2010;CMO;negative
2011;CMO;negative
2012;CMO;negative
2014;VCEL.O;negative
2012;VCEL.O;negative
2016;MBUU.O;negative
2017;MBUU.O;negative
2014;IPHS.O;negative
2015;IPHS.O;negative
2017;IPHS.O;negative
2018;IPHS.O;negative
2017;FNKO.O;negative
2018;FNKO.O;negative
2019;FNKO.O;negative
2001;CRMT.O;negative
2002;CRMT.O;negative
1997;CRMT.O;negative
1998;CRMT.O;negative
1999;CRMT.O;negative
2000;BBSI.O;negative
2001;BBSI.O;negative
2006;BBSI.O;negative
2007;BBSI.O;negative
2008;BBSI.O;negative
2009;BBSI.O;negative
2010;BBSI.O;negative
2006;BBSI.O;negative
2007;BBSI.O;negative
2014;BBSI.O;negative
2011;BBSI.O;negative
2012;BBSI.O;negative
2013;BBSI.O;negative
2014;BBSI.O;negative
2015;BBSI.O;negative
2004;TTGT.O;negative
2005;TTGT.O;negative
2006;TTGT.O;negative
2007;TTGT.O;negative
2008;TTGT.O;negative
2011;AGYS.O;negative
2012;AGYS.O;negative
2013;AGYS.O;negative
2009;RUTH.O;negative
2009;RUTH.O;negative
2010;RUTH.O;negative
2011;RUTH.O;negative
2012;RUTH.O;negative
2008;RUTH.O;negative
2011;PLUG.O;negative
2015;PLUG.O;negative
2016;PLUG.O;negative
2017;PLUG.O;negative
2018;PLUG.O;negative
2010;CAPL.K;negative
2011;CAPL.K;negative
2004;AGX;negative
2005;AGX;negative
2008;UCTT.O;negative
2009;UCTT.O;negative
2010;UCTT.O;negative
2011;UCTT.O;negative
2012;UCTT.O;negative
2017;CURO.K;negative
2018;CURO.K;negative
2017;EVH;negative
2008;CORR.K;negative
2009;CORR.K;negative
2010;CORR.K;negative
2011;CORR.K;negative
2015;CORR.K;negative
2007;ECHO.O;negative
2008;ECHO.O;negative
2012;ECHO.O;negative
2000;AAWW.O;negative
2001;AAWW.O;negative
2015;QNST.O;negative
2016;QNST.O;negative
2012;AMEH.O;negative
2013;AMEH.O;negative
2014;AMEH.O;negative
2002;GCO;negative
2003;GCO;negative
2004;GCO;negative
1996;GCO;negative
1997;GCO;negative
2010;SRDX.O;negative
2010;SRDX.O;negative
2011;SRDX.O;negative
2016;HOFD.PK;negative
2017;HOFD.PK;negative
2002;SCHN.O;negative
2003;SCHN.O;negative
2004;SCHN.O;negative
2005;SCHN.O;negative
2006;SCHN.O;negative
2012;SCHN.O;negative
2013;SCHN.O;negative
2012;KOP;negative
2013;KOP;negative
2001;UMH;negative
2002;UMH;negative
2003;UMH;negative
2004;UMH;negative
2005;FORR.O;negative
1997;FORR.O;negative
1998;FORR.O;negative
1999;FORR.O;negative
2000;FORR.O;negative
2001;FORR.O;negative
2002;FORR.O;negative
2003;FORR.O;negative
2004;FORR.O;negative
2005;FORR.O;negative
2006;FORR.O;negative
2003;BOOM.O;negative
2004;BOOM.O;negative
2010;BOOM.O;negative
2011;BOOM.O;negative
2012;BOOM.O;negative
2013;BOOM.O;negative
2014;BOOM.O;negative
2004;HT;negative
2002;HT;negative
2003;HT;negative
2003;OSPN.O;negative
2014;OSPN.O;negative
2015;OSPN.O;negative
2016;OSPN.O;negative
2014;OSPN.O;negative
2015;OSPN.O;negative
2016;OSPN.O;negative
2013;ANGO.O;negative
2014;ANGO.O;negative
2010;ANGO.O;negative
2011;ANGO.O;negative
2012;ANGO.O;negative
2013;ANGO.O;negative
2014;ANGO.O;negative
2012;ANGO.O;negative
2013;ANGO.O;negative
2014;ANGO.O;negative
2015;ANGO.O;negative
2016;ANGO.O;negative
2009;HAFC.O;negative
2007;HAFC.O;negative
2008;CENX.O;negative
2013;CENX.O;negative
2014;CENX.O;negative
2015;CENX.O;negative
2008;REGI.O;negative
2009;REGI.O;negative
2013;REGI.O;negative
2016;REGI.O;negative
1997;FLIC.O;negative
1998;FLIC.O;negative
1999;FLIC.O;negative
2014;RMAX.K;negative
2015;RMAX.K;negative
2016;RMAX.K;negative
2004;VECO.O;negative
2010;TBBK.O;negative
2011;TBBK.O;negative
2012;TBBK.O;negative
2013;TBBK.O;negative
2014;TBBK.O;negative
2001;IMKTA.O;negative
2002;IMKTA.O;negative
2003;IMKTA.O;negative
2004;IMKTA.O;negative
2003;IMKTA.O;negative
2009;IMKTA.O;negative
2010;IMKTA.O;negative
2001;ATRS.O;negative
2000;ATRS.O;negative
2016;ATRS.O;negative
2017;ATRS.O;negative
2018;ATRS.O;negative
2014;GRBK.O;negative
2015;GRBK.O;negative
2007;FBMS.O;negative
2009;CYRX.O;negative
2012;ADTN.O;negative
2013;ADTN.O;negative
2006;WSR;negative
2017;WSR;negative
2005;OLP;negative
2006;OLP;negative
2007;OLP;negative
2008;MOD;negative
2009;MOD;negative
2010;MOD;negative
2007;MOD;negative
2008;MOD;negative
2009;MOD;negative
2010;MOD;negative
2011;MOD;negative
2007;ACLS.O;negative
2008;ACLS.O;negative
2007;ACLS.O;negative
2010;ACLS.O;negative
2011;ACLS.O;negative
2012;ACLS.O;negative
2013;ACLS.O;negative
2014;ACLS.O;negative
2015;ACLS.O;negative
2017;ACLS.O;negative
2011;GME;negative
2012;GME;negative
2013;GME;negative
2015;GME;negative
2016;GME;negative
2017;GME;negative
2013;KCLI.PK;negative
1998;TISI.K;negative
1999;TISI.K;negative
2000;TISI.K;negative
2006;EMTC.PK;negative
2006;EMTC.PK;negative
2004;EMTC.PK;negative
2005;EMTC.PK;negative
2007;EMTC.PK;negative
2008;EMTC.PK;negative
2009;EMTC.PK;negative
2014;EMTC.PK;negative
2006;ACHN.O;negative
2007;THFF.O;negative
2008;THFF.O;negative
2001;FC;negative
2002;FC;negative
2003;FC;negative
2004;FC;negative
2005;FC;negative
2007;FC;negative
2008;FC;negative
2003;SCVL.O;negative
2004;SCVL.O;negative
2012;WMC;negative
2013;WMC;negative
2014;WMC;negative
2003;HCKT.O;negative
2004;HCKT.O;negative
2005;HCKT.O;negative
2006;HCKT.O;negative
2008;FCBC.O;negative
2009;FCBC.O;negative
2010;FCBC.O;negative
2007;REX;negative
2008;REX;negative
2009;REX;negative
1999;APPS.O;negative
2015;ATEN.K;negative
2016;ATEN.K;negative
2017;ATEN.K;negative
2016;ATEN.K;negative
2017;ATEN.K;negative
2017;SBT.O;negative
2018;SBT.O;negative
2014;IMXI.O;negative
2015;IMXI.O;negative
2016;IMXI.O;negative
2001;ETH;negative
2002;ETH;negative
2003;ETH;negative
2004;ETH;negative
2012;FF;negative
2013;FF;negative
2014;FF;negative
2018;FF;negative
2013;GOGO.O;negative
2014;GOGO.O;negative
2015;GOGO.O;negative
2002;HTBK.O;negative
2003;HTBK.O;negative
2004;HTBK.O;negative
2004;HTBK.O;negative
2005;HTBK.O;negative
2006;HTBK.O;negative
2007;HTBK.O;negative
2008;HTBK.O;negative
2013;FBNK.O;negative
2005;AROW.O;negative
2012;DCO;negative
2012;DCO;negative
2013;DCO;negative
2014;DCO;negative
2015;DCO;negative
2006;TGTX.O;negative
2008;TGTX.O;negative
2011;TGTX.O;negative
2018;DNR;negative
2018;HQDA.PK;negative
2012;RTRX.O;negative
2013;RTRX.O;negative
2013;RTRX.O;negative
2014;RTRX.O;negative
2001;RAD;negative
2002;RAD;negative
2003;RAD;negative
2004;RAD;negative
1999;RAD;negative
1997;RAD;negative
1998;RAD;negative
1999;RAD;negative
1996;RAD;negative
1997;RAD;negative
1998;RAD;negative
2005;AKRX.O;negative
2000;AKRX.O;negative
2001;AKRX.O;negative
2011;AKRX.O;negative
2011;AKRX.O;negative
2012;AKRX.O;negative
2014;AKRX.O;negative
2014;AKRX.O;negative
2010;MOFG.O;negative
2009;MOFG.O;negative
2010;MOFG.O;negative
2011;MOFG.O;negative
2012;MOFG.O;negative
2015;STCB.PK;negative
2016;STCB.PK;negative
2002;ATAX.O;negative
2003;ATAX.O;negative
2004;ATAX.O;negative
2011;ATAX.O;negative
2013;ATAX.O;negative
2017;AMRS.O;negative
2018;AMRS.O;negative
2017;AMRS.O;negative
2014;VEC;negative
2015;VEC;negative
2003;SGU;negative
2004;SGU;negative
2005;SGU;negative
2011;ETM;negative
2013;ETM;negative
2009;MPX;negative
2008;PRMW.O;negative
2014;OSIR.PK;negative
2015;OSIR.PK;negative
2013;OSIR.PK;negative
2014;OSIR.PK;negative
2015;OSIR.PK;negative
2004;AMSWA.O;negative
2005;AMSWA.O;negative
2004;SAKL.PK;negative
2002;SAKL.PK;negative
2006;SAKL.PK;negative
2008;SAKL.PK;negative
2011;PERY.O;negative
2012;PERY.O;negative
2013;PERY.O;negative
2014;BLBD.O;negative
2015;BLBD.O;negative
2017;HTBI.O;negative
2005;GTT;negative
2006;GTT;negative
2011;AVD;negative
1999;LCI;negative
2000;LCI;negative
2001;LCI;negative
2006;LCI;negative
2007;LCI;negative
2006;LCI;negative
2007;LCI;negative
2013;AKBA.O;negative
2014;AKBA.O;negative
2015;AKBA.O;negative
2016;PRED.PK;negative
2017;PRED.PK;negative
2018;PRED.PK;negative
2003;BZH;negative
2004;BZH;negative
2005;BZH;negative
2006;BZH;negative
2004;TPB;negative
2005;TPB;negative
2015;OMN;negative
2016;OMN;negative
2009;AXGN.O;negative
2010;AXGN.O;negative
2014;CTRL.O;negative
2009;VHC;negative
2010;VHC;negative
2002;HIBB.O;negative
2003;HIBB.O;negative
2004;HIBB.O;negative
2008;VRS;negative
2016;VRS;negative
2007;WIFI.O;negative
2008;WIFI.O;negative
2009;WIFI.O;negative
2010;WIFI.O;negative
2011;WIFI.O;negative
2009;WIFI.O;negative
2010;WIFI.O;negative
2011;WIFI.O;negative
2012;WIFI.O;negative
2011;EXTN.K;negative
2012;EXTN.K;negative
2013;EXTN.K;negative
2014;EXTN.K;negative
2015;EXTN.K;negative
2016;EXTN.K;negative
2010;UNFI.O;negative
2011;UNFI.O;negative
2012;UNFI.O;negative
2011;UNFI.O;negative
2012;UNFI.O;negative
2013;UNFI.O;negative
2014;UNFI.O;negative
2015;UNFI.O;negative
2001;POWL.O;negative
2002;POWL.O;negative
2003;POWL.O;negative
2004;POWL.O;negative
2005;POWL.O;negative
2006;POWL.O;negative
2010;POWL.O;negative
2011;POWL.O;negative
2012;PCMI.O;negative
2013;PCMI.O;negative
2014;PCMI.O;negative
2005;PUDA.PK;negative
2006;PUDA.PK;negative
2005;PUDA.PK;negative
2006;PUDA.PK;negative
2009;PUDA.PK;negative
2010;PUDA.PK;negative
2012;CYH;negative
2014;PAHC.O;negative
2015;PAHC.O;negative
2011;PAHC.O;negative
2012;PAHC.O;negative
2013;PAHC.O;negative
2014;PAHC.O;negative
2015;PAHC.O;negative
2016;PAHC.O;negative
2016;PAHC.O;negative
2010;AMRC.K;negative
2011;AMRC.K;negative
2012;AMRC.K;negative
2011;AMRC.K;negative
2012;AMRC.K;negative
2013;AMRC.K;negative
2015;AMRC.K;negative
2001;IESC.O;negative
2002;IESC.O;negative
2003;IESC.O;negative
2004;IESC.O;negative
2005;IESC.O;negative
2006;IESC.O;negative
2005;IESC.O;negative
2006;IESC.O;negative
2007;IESC.O;negative
2008;IESC.O;negative
2009;IESC.O;negative
2008;IESC.O;negative
2009;IESC.O;negative
2010;IESC.O;negative
2011;IESC.O;negative
2010;IESC.O;negative
2011;IESC.O;negative
2008;CCNE.O;negative
2004;USLM.O;negative
1998;USLM.O;negative
1999;USLM.O;negative
2000;USLM.O;negative
2001;USLM.O;negative
2013;KEYW.O;negative
2014;KEYW.O;negative
2015;KEYW.O;negative
2014;KEYW.O;negative
2015;KEYW.O;negative
2016;KEYW.O;negative
2017;KEYW.O;negative
2018;KEYW.O;negative
2017;KEYW.O;negative
2011;PEI;negative
2012;PEI;negative
2013;PEI;negative
2014;PEI;negative
2015;PEI;negative
2016;PEI;negative
2017;PEI;negative
2018;PEI;negative
2009;PDFS.O;negative
2010;PDFS.O;negative
2011;PDFS.O;negative
2011;PDFS.O;negative
2008;SIGA.O;negative
2009;SIGA.O;negative
2010;SIGA.O;negative
2010;SIGA.O;negative
2011;SIGA.O;negative
2012;SIGA.O;negative
2002;RRGB.O;negative
2003;RRGB.O;negative
2004;RRGB.O;negative
2002;HZO;negative
2003;HZO;negative
2004;HZO;negative
2005;HZO;negative
2009;HZO;negative
2010;HZO;negative
2011;HZO;negative
2012;HZO;negative
2006;CVOVQ.PK;negative
2007;CVOVQ.PK;negative
2011;NEWT.O;negative
2012;NEWT.O;negative
2013;SPTN.O;negative
2006;CLNE.O;negative
2010;CLNE.O;negative
2011;CLNE.O;negative
2012;CLNE.O;negative
2008;CLNE.O;negative
2002;CATO.K;negative
2003;CATO.K;negative
2004;CATO.K;negative
2012;CATO.K;negative
2013;CATO.K;negative
2014;CATO.K;negative
2011;VPG;negative
2012;VPG;negative
2013;VPG;negative
2014;VPG;negative
2015;VPG;negative
2014;CHS;negative
2015;CHS;negative
2016;CHS;negative
2017;SOI;negative
2018;SOI;negative
2019;SOI;negative
2010;MG;negative
2011;MG;negative
2014;MG;negative
2015;MG;negative
2002;BLIAQ.PK;negative
2003;BLIAQ.PK;negative
2004;BLIAQ.PK;negative
2003;BLIAQ.PK;negative
2004;BLIAQ.PK;negative
2005;BLIAQ.PK;negative
2005;BLIAQ.PK;negative
2006;BLIAQ.PK;negative
2007;BLIAQ.PK;negative
2006;BDSI.O;negative
2008;BDSI.O;negative
2012;BDSI.O;negative
2002;LDL;negative
2001;LDL;negative
2008;LDL;negative
2009;LDL;negative
2010;LDL;negative
2003;LDL;negative
2004;LDL;negative
2005;LDL;negative
2006;LDL;negative
2007;LDL;negative
2008;LDL;negative
2009;LDL;negative
2010;LDL;negative
2011;LDL;negative
2006;GPRE.O;negative
2007;GPRE.O;negative
2008;GPRE.O;negative
2004;GPRE.O;negative
1999;VIVO.O;negative
2013;BLCK.PK;negative
2014;BLCK.PK;negative
2015;BLCK.PK;negative
2003;IIIN.O;negative
2004;IIIN.O;negative
2005;IIIN.O;negative
2011;GAIN.O;negative
2012;GAIN.O;negative
2013;GAIN.O;negative
2012;GAIN.O;negative
2013;GAIN.O;negative
2014;GAIN.O;negative
2014;BIOS.O;negative
2015;BIOS.O;negative
2016;BIOS.O;negative
2017;BIOS.O;negative
2016;TPVG.K;negative
2016;SFS;negative
2017;SFS;negative
2018;GPOR.O;negative
2001;AOBC.O;negative
2002;AOBC.O;negative
2003;AOBC.O;negative
2004;AOBC.O;negative
2005;AOBC.O;negative
2001;AOBC.O;negative
2002;AOBC.O;negative
2003;AOBC.O;negative
2004;MITK.O;negative
1999;MITK.O;negative
2000;MITK.O;negative
2016;PVAC.O;negative
2003;BSTC.O;negative
2004;BSTC.O;negative
2005;BSTC.O;negative
2010;ESBA.K;negative
2011;ESBA.K;negative
2004;ZIXI.O;negative
2015;XBIT.O;negative
1998;AMAG.O;negative
1999;AMAG.O;negative
2000;AMAG.O;negative
2001;AMAG.O;negative
2013;TACO.O;negative
2019;XOG.O;negative
2013;CSWC.O;negative
2014;CSWC.O;negative
2015;CSWC.O;negative
2007;TITN.O;negative
2004;TITN.O;negative
2005;TITN.O;negative
2006;TITN.O;negative
2007;TITN.O;negative
2014;TITN.O;negative
2014;TITN.O;negative
2015;TITN.O;negative
2016;TITN.O;negative
2017;TITN.O;negative
2018;TITN.O;negative
2010;DGII.O;negative
2011;DGII.O;negative
2012;DGII.O;negative
2013;DGII.O;negative
2016;CSV;negative
2001;PAR;negative
2002;PAR;negative
2003;INSG.O;negative
2015;INSG.O;negative
2001;USAT.O;negative
2002;USAT.O;negative
2000;USAT.O;negative
2001;USAT.O;negative
2013;USAT.O;negative
2014;USAT.O;negative
2015;USAT.O;negative
2016;USAT.O;negative
2016;USAT.O;negative
2017;USAT.O;negative
2018;USAT.O;negative
2014;USAT.O;negative
2015;USAT.O;negative
2016;USAT.O;negative
2017;USAT.O;negative
2000;BBX;negative
2001;BBX;negative
2002;BBX;negative
2007;BBX;negative
2009;BBX;negative
2010;BBX;negative
2011;BBX;negative
2010;BBX;negative
2011;BBX;negative
2011;BBX;negative
2012;BBX;negative
2003;OSTK.O;negative
2004;OSTK.O;negative
2005;OSTK.O;negative
2006;OSTK.O;negative
2007;OSTK.O;negative
2008;OSTK.O;negative
2008;OSTK.O;negative
2009;OSTK.O;negative
2013;OSTK.O;negative
2003;TAST.O;negative
2004;TAST.O;negative
1999;TAST.O;negative
2000;TAST.O;negative
2001;TAST.O;negative
2002;TAST.O;negative
2003;TAST.O;negative
2000;BKS;negative
2001;BKS;negative
2002;BKS;negative
2003;BKS;negative
2004;BKS;negative
2011;CCRN.O;negative
2012;CCRN.O;negative
2009;SONA.O;negative
2010;SONA.O;negative
2011;SONA.O;negative
2012;OMI;negative
2013;OMI;negative
2006;OMI;negative
2007;OMI;negative
2008;OMI;negative
2010;APEI.O;negative
2005;APEI.O;negative
2006;APEI.O;negative
2005;APEI.O;negative
2014;GNK;negative
2000;GDEN.O;negative
2001;GDEN.O;negative
2001;DX;negative
2002;DX;negative
2003;DX;negative
2014;INS;negative
2012;CAI;negative
2013;CAI;negative
2014;CAI;negative
2015;CAI;negative
2016;CAI;negative
2011;RRTS.K;negative
2012;RRTS.K;negative
2013;RRTS.K;negative
2014;RRTS.K;negative
2015;RRTS.K;negative
2016;RRTS.K;negative
2013;RRTS.K;negative
2004;OPY;negative
2003;OPY;negative
2004;OPY;negative
2001;HVT;negative
2002;HVT;negative
2003;HVT;negative
2004;HVT;negative
2018;HVT;negative
1999;CENT.O;negative
2000;CENT.O;negative
2001;CENT.O;negative
2002;CENT.O;negative
2011;CENT.O;negative
2012;CENT.O;negative
2013;CENT.O;negative
2014;CENT.O;negative
2015;PHH;negative
2016;PHH;negative
2017;PHH;negative
1999;CAMP.O;negative
2000;CAMP.O;negative
2012;DJCO.O;negative
2013;DJCO.O;negative
2013;DJCO.O;negative
2014;DJCO.O;negative
2013;TRUE.O;negative
2014;TRUE.O;negative
2004;ZYXI.PK;negative
2001;ZYXI.PK;negative
2002;ZYXI.PK;negative
2008;ZYXI.PK;negative
2002;STRL.O;negative
2003;STRL.O;negative
2004;STRL.O;negative
2000;STRL.O;negative
2014;CINR.K;negative
2008;MCBC.O;negative
2001;CLAR.O;negative
2002;CLAR.O;negative
2010;CLAR.O;negative
2011;CLAR.O;negative
2015;CLAR.O;negative
2009;ARGB.PK;negative
2010;ARGB.PK;negative
2016;NC;negative
2012;LMNR.O;negative
2013;LMNR.O;negative
1999;LAWS.O;negative
2000;LAWS.O;negative
2015;STXB.O;negative
2006;LLNW.O;negative
2007;LLNW.O;negative
2012;LLNW.O;negative
2009;LLNW.O;negative
2010;LLNW.O;negative
2011;LLNW.O;negative
2012;LLNW.O;negative
2013;LLNW.O;negative
2008;DGICA.O;negative
2018;NYNY.O;negative
2003;ISRL.O;negative
2005;CRAI.O;negative
2006;CRAI.O;negative
2007;CRAI.O;negative
2008;CRAI.O;negative
2010;CRAI.O;negative
2012;CRAI.O;negative
2017;CRAI.O;negative
2017;CRAI.O;negative
2018;CRAI.O;negative
2018;CRAI.O;negative
2012;CWH;negative
2013;CWH;negative
2014;CWH;negative
2015;CWH;negative
2016;CWH;negative
2014;CWH;negative
2015;CWH;negative
2016;CWH;negative
2017;CWH;negative
2017;CWH;negative
2014;CWH;negative
2015;CWH;negative
2016;CWH;negative
2017;CWH;negative
2018;CWH;negative
2000;EZPW.O;negative
2001;EZPW.O;negative
2002;EZPW.O;negative
2003;EZPW.O;negative
2000;EZPW.O;negative
2011;EZPW.O;negative
2012;EZPW.O;negative
2011;EZPW.O;negative
2012;EZPW.O;negative
2011;EZPW.O;negative
2012;EZPW.O;negative
2013;EZPW.O;negative
2014;EZPW.O;negative
2011;EZPW.O;negative
2012;EZPW.O;negative
2013;EZPW.O;negative
2014;EZPW.O;negative
2015;EZPW.O;negative
2016;EZPW.O;negative
2017;EZPW.O;negative
2018;EZPW.O;negative
2018;ZVVT.PK;negative
2015;CRCM.K;negative
2016;CRCM.K;negative
2002;CRDb;negative
2003;CRDb;negative
2004;CRDb;negative
2001;CRDb;negative
2002;CRDb;negative
2003;CRDb;negative
2002;NASB.PK;negative
2003;NASB.PK;negative
2004;NASB.PK;negative
2005;NASB.PK;negative
2010;NASB.PK;negative
2018;KRP;negative
2019;KRP;negative
2011;MNOV.O;negative
2012;MNOV.O;negative
2013;AHT;negative
2014;AHT;negative
2013;CDZI.O;negative
2004;BRID.O;negative
2005;BRID.O;negative
2006;BRID.O;negative
2006;RWFC.PK;negative
2007;RWFC.PK;negative
2008;RWFC.PK;negative
2008;RWFC.PK;negative
2009;RWFC.PK;negative
2010;RWFC.PK;negative
2003;SMMF.O;negative
2004;SMMF.O;negative
2005;SMMF.O;negative
2006;SMMF.O;negative
2007;SMMF.O;negative
2007;SMMF.O;negative
2011;GWGH.O;negative
2015;GWGH.O;negative
2016;GWGH.O;negative
2018;GWGH.O;negative
2014;NRP;negative
2018;NRP;negative
2002;WLFC.O;negative
2003;WLFC.O;negative
2004;WLFC.O;negative
2005;WLFC.O;negative
2000;WLFC.O;negative
2001;WLFC.O;negative
2002;WLFC.O;negative
2003;WLFC.O;negative
2010;WLFC.O;negative
2011;WLFC.O;negative
2012;WLFC.O;negative
2014;WLFC.O;negative
2013;WLFC.O;negative
2014;WLFC.O;negative
2015;WLFC.O;negative
2016;WLFC.O;negative
2010;GNMK.O;negative
2011;GNMK.O;negative
2016;EGLE.O;negative
2015;LTS;negative
2014;DAKT.O;negative
2015;DAKT.O;negative
2010;CNBKA.O;negative
2011;CNBKA.O;negative
2012;CNBKA.O;negative
2010;RM;negative
2011;RM;negative
2012;RM;negative
2013;RM;negative
2015;TLRA.K;negative
2008;MRIB.PK;negative
