year;ric
2012;BELFA.O
2013;BELFA.O
2014;BELFA.O
2015;BELFA.O
1998;CELG.O
1999;CELG.O
2000;CELG.O
2001;CELG.O
2002;CELG.O
2003;CELG.O
2004;CELG.O
2005;CELG.O
2006;CELG.O
2007;CELG.O
2008;CELG.O
2009;CELG.O
2010;CELG.O
2011;CELG.O
2012;CELG.O
2013;CELG.O
2014;CELG.O
2015;CELG.O
2016;CELG.O
1998;NATI.O
1999;NATI.O
2000;NATI.O
2001;NATI.O
2002;NATI.O
2003;NATI.O
2004;NATI.O
2005;NATI.O
2006;NATI.O
2007;NATI.O
2008;NATI.O
2009;NATI.O
2010;NATI.O
2011;NATI.O
2012;NATI.O
2013;NATI.O
2014;NATI.O
2015;NATI.O
2016;NATI.O
2005;SPWR.O
2006;SPWR.O
2007;SPWR.O
2008;SPWR.O
2009;SPWR.O
2010;SPWR.O
2011;SPWR.O
2012;SPWR.O
2014;SPWR.O
1998;BIIB.O
1999;BIIB.O
2000;BIIB.O
2001;BIIB.O
2002;BIIB.O
2003;BIIB.O
2004;BIIB.O
2005;BIIB.O
2006;BIIB.O
2007;BIIB.O
2008;BIIB.O
2009;BIIB.O
2010;BIIB.O
2011;BIIB.O
2012;BIIB.O
2013;BIIB.O
2014;BIIB.O
2015;BIIB.O
2016;BIIB.O
1998;IFF
1999;IFF
2006;IFF
2007;IFF
2008;IFF
2009;IFF
2012;IFF
2014;IFF
2015;IFF
2016;IFF
1999;TISI.K
2000;TISI.K
2001;TISI.K
2004;TISI.K
2005;TISI.K
2006;TISI.K
2007;TISI.K
2008;TISI.K
2011;TISI.K
2015;SGRY.O
1999;EQIX.O
2001;EQIX.O
2003;EQIX.O
2004;EQIX.O
2007;EQIX.O
2008;EQIX.O
2009;EQIX.O
2010;EQIX.O
2011;EQIX.O
2012;EQIX.O
2013;EQIX.O
2014;EQIX.O
2016;EQIX.O
1999;HP
2000;HP
2001;HP
2002;HP
2003;HP
2004;HP
2007;HP
2008;HP
2013;HP
2014;HP
2015;HP
2016;HP
2014;LW
2015;LW
2016;LW
1998;CDNS.O
1999;CDNS.O
2000;CDNS.O
2001;CDNS.O
2002;CDNS.O
2003;CDNS.O
2004;CDNS.O
2005;CDNS.O
2007;CDNS.O
2008;CDNS.O
2015;CDNS.O
1999;FNMA.PK
2000;FNMA.PK
2001;FNMA.PK
2002;FNMA.PK
2003;FNMA.PK
2004;FNMA.PK
2005;FNMA.PK
2006;FNMA.PK
2007;FNMA.PK
2008;FNMA.PK
2010;FNMA.PK
2011;FNMA.PK
2012;FNMA.PK
2010;TPCA.PK
2011;TPCA.PK
2012;TPCA.PK
2014;TPCA.PK
2015;TPCA.PK
1998;IEX
1999;IEX
2000;IEX
2001;IEX
2002;IEX
2003;IEX
2004;IEX
2005;IEX
2006;IEX
2007;IEX
2008;IEX
2009;IEX
2010;IEX
2011;IEX
2012;IEX
2013;IEX
2014;IEX
2015;IEX
2016;IEX
1998;KSU
1999;KSU
2000;KSU
2001;KSU
2002;KSU
2003;KSU
2004;KSU
2005;KSU
2006;KSU
2007;KSU
2008;KSU
2009;KSU
2010;KSU
2011;KSU
2012;KSU
2014;KSU
2015;KSU
2016;KSU
2001;BTU
2002;BTU
2003;BTU
2004;BTU
2005;BTU
2006;BTU
2007;BTU
2008;BTU
2009;BTU
2010;BTU
2011;BTU
2012;BTU
2013;BTU
2014;BTU
2015;BTU
1998;SF
1999;SF
2000;SF
2001;SF
2002;SF
2003;SF
2004;SF
2005;SF
2006;SF
2007;SF
2008;SF
2009;SF
2010;SF
2011;SF
2012;SF
2013;SF
2014;SF
2015;SF
2016;SF
2002;PRSC.O
2004;PRSC.O
2005;PRSC.O
2006;PRSC.O
2007;PRSC.O
2008;PRSC.O
2012;PRSC.O
2013;PRSC.O
2014;PRSC.O
2015;PRSC.O
2016;PRSC.O
2011;VRSK.O
2012;VRSK.O
2014;VRSK.O
2015;VRSK.O
2016;VRSK.O
1998;MXIM.O
1999;MXIM.O
2002;MXIM.O
2003;MXIM.O
2004;MXIM.O
2005;MXIM.O
2006;MXIM.O
2007;MXIM.O
2008;MXIM.O
2013;MXIM.O
2014;MXIM.O
1998;IVZ
1999;IVZ
2000;IVZ
2001;IVZ
2002;IVZ
2003;IVZ
2004;IVZ
2005;IVZ
2006;IVZ
2007;IVZ
2008;IVZ
2009;IVZ
2010;IVZ
2011;IVZ
2012;IVZ
2013;IVZ
2014;IVZ
2015;IVZ
2016;IVZ
1998;SJM
1999;SJM
2000;SJM
2002;SJM
2003;SJM
2004;SJM
2005;SJM
2006;SJM
2007;SJM
2008;SJM
2009;SJM
2010;SJM
2011;SJM
2013;SJM
2014;SJM
1998;IAC.O
1999;IAC.O
2000;IAC.O
2001;IAC.O
2002;IAC.O
2003;IAC.O
2004;IAC.O
2005;IAC.O
2006;IAC.O
2007;IAC.O
2008;IAC.O
2009;IAC.O
2010;IAC.O
2011;IAC.O
2012;IAC.O
2013;IAC.O
2014;IAC.O
2015;IAC.O
2016;IAC.O
2004;DISCA.O
2005;DISCA.O
2006;DISCA.O
2007;DISCA.O
2008;DISCA.O
2009;DISCA.O
2010;DISCA.O
2011;DISCA.O
2012;DISCA.O
2013;DISCA.O
2014;DISCA.O
2015;DISCA.O
2016;DISCA.O
1998;EPD
1999;EPD
2000;EPD
2001;EPD
2002;EPD
2003;EPD
2004;EPD
2005;EPD
2006;EPD
2007;EPD
2008;EPD
2009;EPD
2010;EPD
2011;EPD
2012;EPD
2013;EPD
2014;EPD
2015;EPD
2016;EPD
1998;WAT
1999;WAT
2000;WAT
2001;WAT
2002;WAT
2003;WAT
2007;WAT
2010;WAT
2011;WAT
2014;WAT
2015;WAT
2016;WAT
1998;FMC
1999;FMC
2000;FMC
2001;FMC
2002;FMC
2003;FMC
2004;FMC
2005;FMC
2006;FMC
2007;FMC
2008;FMC
2010;FMC
2011;FMC
2012;FMC
2014;FMC
2016;FMC
2002;TPX
2004;TPX
2005;TPX
2006;TPX
2007;TPX
2008;TPX
2009;TPX
2010;TPX
2011;TPX
2012;TPX
2014;TPX
2015;TPX
2016;TPX
1998;ZBRA.O
1999;ZBRA.O
2001;ZBRA.O
2002;ZBRA.O
2003;ZBRA.O
2004;ZBRA.O
2005;ZBRA.O
2006;ZBRA.O
2007;ZBRA.O
2008;ZBRA.O
2009;ZBRA.O
2010;ZBRA.O
2011;ZBRA.O
2013;ZBRA.O
2014;ZBRA.O
2014;CC
2015;FLOW.K
1998;BBX
1999;BBX
2000;BBX
2001;BBX
2002;BBX
2003;BBX
2004;BBX
2005;BBX
2006;BBX
2007;BBX
2008;BBX
2009;BBX
2010;BBX
2011;BBX
2012;BBX
2013;BBX
2015;BBX
2016;BBX
2000;GDEN.O
2001;GDEN.O
2002;GDEN.O
2003;GDEN.O
2004;GDEN.O
2005;GDEN.O
2006;GDEN.O
2007;GDEN.O
2008;GDEN.O
2015;GDEN.O
2005;UAA
2006;UAA
2008;UAA
2009;UAA
2015;UAA
2006;AWK
2007;AWK
2009;AWK
2010;AWK
2012;AWK
2013;AWK
2016;AWK
1998;WWD.O
1999;WWD.O
2000;WWD.O
2001;WWD.O
2002;WWD.O
2007;WWD.O
2008;WWD.O
2012;WWD.O
2013;WWD.O
2014;WWD.O
2015;IBP
1998;TROW.O
1999;TROW.O
2000;TROW.O
2001;TROW.O
2002;TROW.O
2003;TROW.O
2004;TROW.O
2005;TROW.O
2006;TROW.O
2007;TROW.O
2008;TROW.O
2009;TROW.O
2010;TROW.O
2011;TROW.O
2012;TROW.O
2013;TROW.O
2014;TROW.O
2015;TROW.O
2016;TROW.O
1998;TTC
1999;TTC
2000;TTC
2001;TTC
2002;TTC
2003;TTC
2004;TTC
2005;TTC
2006;TTC
2007;TTC
2008;TTC
2009;TTC
2010;TTC
2011;TTC
2012;TTC
2013;TTC
2014;TTC
2015;TTC
2016;TTC
1999;RUSHA.O
2000;RUSHA.O
2001;RUSHA.O
2005;RUSHA.O
2006;RUSHA.O
2007;RUSHA.O
2008;RUSHA.O
2009;RUSHA.O
1999;ICUI.O
2000;ICUI.O
2009;ICUI.O
2010;ICUI.O
2013;ICUI.O
1998;USG
1999;USG
2001;USG
2002;USG
2003;USG
2006;USG
2007;USG
2009;USG
2010;USG
2011;USG
2013;USG
2015;USG
2002;HY
2003;HY
2004;HY
2012;HY
2014;HY
2010;SAVE.K
2011;SAVE.K
2014;SAVE.K
2001;PATK.O
2003;PATK.O
2004;PATK.O
2005;PATK.O
2006;PATK.O
2007;PATK.O
2008;PATK.O
2009;PATK.O
2010;PATK.O
2015;PATK.O
2012;NAVI.O
2013;NAVI.O
2014;NAVI.O
2015;NAVI.O
2002;HCSG.O
2003;HCSG.O
2004;HCSG.O
2015;HCSG.O
1998;APOG.O
1999;APOG.O
2000;APOG.O
2001;APOG.O
2002;APOG.O
2003;APOG.O
2004;APOG.O
2005;APOG.O
2010;APOG.O
2011;APOG.O
2012;APOG.O
2013;APOG.O
2014;APOG.O
2015;APOG.O
2012;VEC
2013;VEC
2014;VEC
1998;NSIT.O
2000;NSIT.O
2001;NSIT.O
2002;NSIT.O
2003;NSIT.O
2004;NSIT.O
2005;NSIT.O
2006;NSIT.O
2007;NSIT.O
2008;NSIT.O
2015;NSIT.O
2016;NSIT.O
2011;GRPN.O
2014;GRPN.O
2015;GRPN.O
2016;GRPN.O
1998;HA.O
1999;HA.O
2000;HA.O
2001;HA.O
2002;HA.O
2003;HA.O
2004;HA.O
2005;HA.O
2006;HA.O
2007;HA.O
2008;HA.O
2009;HA.O
2010;HA.O
2011;HA.O
2012;HA.O
2013;HA.O
2014;HA.O
2015;HA.O
2016;HA.O
2003;ACCO.K
2004;ACCO.K
2006;ACCO.K
2007;ACCO.K
2008;ACCO.K
2009;ACCO.K
2010;ACCO.K
2011;ACCO.K
2012;ACCO.K
2013;ACCO.K
2014;ACCO.K
2016;ACCO.K
1998;VAR
2002;VAR
2003;VAR
2006;VAR
2010;VAR
2011;VAR
2012;VAR
2014;VAR
2015;VAR
2016;VAR
1999;EEFT.O
2000;EEFT.O
2001;EEFT.O
2002;EEFT.O
2003;EEFT.O
2004;EEFT.O
2005;EEFT.O
2006;EEFT.O
2007;EEFT.O
2008;EEFT.O
2011;EEFT.O
2012;EEFT.O
2013;EEFT.O
2014;EEFT.O
2014;BNED.K
2015;BNED.K
2016;BNED.K
2012;TRNC.O
2013;TRNC.O
2014;TRNC.O
2015;TRNC.O
2016;TRNC.O
1998;AGR
1999;AGR
2000;AGR
2001;AGR
2002;AGR
2003;AGR
2004;AGR
2005;AGR
2006;AGR
2013;AGR
2014;AGR
2015;AGR
1998;MSM
1999;MSM
2000;MSM
2014;MSM
2010;SUN
2011;SUN
2014;SUN
2015;SUN
2016;SUN
1999;MAXR.TO
2000;MAXR.TO
2002;MAXR.TO
2003;MAXR.TO
2007;MAXR.TO
2008;MAXR.TO
2009;MAXR.TO
2010;MAXR.TO
2011;MAXR.TO
2012;MAXR.TO
2016;MAXR.TO
1998;WNC
1999;WNC
2000;WNC
2001;WNC
2002;WNC
2003;WNC
2004;WNC
2005;WNC
2006;WNC
2007;WNC
2008;WNC
2009;WNC
2010;WNC
2011;WNC
2012;WNC
2013;WNC
2014;WNC
2015;WNC
2016;WNC
2006;KS
2012;KS
2014;KS
1998;OLN
1999;OLN
2002;OLN
2003;OLN
2004;OLN
2005;OLN
2006;OLN
2007;OLN
2008;OLN
2011;OLN
2014;OLN
2015;OLN
1998;SPN
2001;SPN
2006;SPN
2007;SPN
2008;SPN
2010;SPN
2011;SPN
2012;SPN
2013;SPN
2014;SPN
2012;GNC
2013;GNC
2014;GNC
2015;GNC
2016;GNC
1998;ESND.O
1999;ESND.O
2000;ESND.O
2001;ESND.O
2004;ESND.O
2005;ESND.O
2006;ESND.O
2007;ESND.O
2011;ESND.O
2012;ESND.O
2013;ESND.O
2014;ESND.O
1998;FCNCA.O
1999;FCNCA.O
2000;FCNCA.O
2001;FCNCA.O
2002;FCNCA.O
2003;FCNCA.O
2004;FCNCA.O
2005;FCNCA.O
2006;FCNCA.O
2007;FCNCA.O
2008;FCNCA.O
2009;FCNCA.O
2010;FCNCA.O
2011;FCNCA.O
2012;FCNCA.O
2013;FCNCA.O
2014;FCNCA.O
2015;FCNCA.O
2016;FCNCA.O
2010;BCC
2011;BCC
2012;BCC
2014;BCC
2013;VOYA.K
2014;VOYA.K
2015;VOYA.K
2016;VOYA.K
1998;BRC
1999;BRC
2000;BRC
2002;BRC
2003;BRC
2010;BRC
2011;BRC
2012;BRC
1998;CNA
1999;CNA
2000;CNA
2001;CNA
2002;CNA
2003;CNA
2004;CNA
2005;CNA
2007;CNA
2010;CNA
2011;CNA
2012;CNA
2013;CNA
2015;CNA
1998;POL
1999;POL
2000;POL
2001;POL
2002;POL
2003;POL
2004;POL
2005;POL
2006;POL
2007;POL
2008;POL
2009;POL
2010;POL
2011;POL
2012;POL
2013;POL
2014;POL
2015;POL
2016;POL
1998;TWI
2001;TWI
2003;TWI
2004;TWI
2005;TWI
2006;TWI
2007;TWI
2008;TWI
2012;TWI
2013;TWI
2014;TWI
2015;TWI
2016;TWI
1998;HXL
1999;HXL
2000;HXL
2001;HXL
2002;HXL
2003;HXL
2004;HXL
2005;HXL
2006;HXL
2007;HXL
2008;HXL
2009;HXL
2010;HXL
2011;HXL
2012;HXL
2013;HXL
2014;HXL
2015;HXL
2016;HXL
1998;HOLX.O
1999;HOLX.O
2000;HOLX.O
2001;HOLX.O
2003;HOLX.O
2004;HOLX.O
2005;HOLX.O
2006;HOLX.O
2007;HOLX.O
2008;HOLX.O
2010;HOLX.O
2011;HOLX.O
2012;HOLX.O
2014;HOLX.O
2015;HOLX.O
1998;LBY
1999;LBY
2000;LBY
2002;LBY
2003;LBY
2007;LBY
2008;LBY
2009;LBY
2010;LBY
2011;LBY
2013;LBY
2014;LBY
2015;LBY
2016;LBY
2007;NOW
2008;NOW
2009;NOW
2010;NOW
2011;NOW
2012;NOW
2013;NOW
2014;NOW
2015;NOW
2016;NOW
1998;ILMN.O
1999;ILMN.O
2000;ILMN.O
2001;ILMN.O
2002;ILMN.O
2003;ILMN.O
2004;ILMN.O
2005;ILMN.O
2006;ILMN.O
2007;ILMN.O
2008;ILMN.O
2009;ILMN.O
2010;ILMN.O
2011;ILMN.O
2012;ILMN.O
2013;ILMN.O
2014;ILMN.O
2015;ILMN.O
2016;ILMN.O
1998;REGN.O
1999;REGN.O
2000;REGN.O
2001;REGN.O
2002;REGN.O
2007;REGN.O
2008;REGN.O
2009;REGN.O
2010;REGN.O
2011;REGN.O
2014;REGN.O
2001;BRKR.O
2002;BRKR.O
2003;BRKR.O
2004;BRKR.O
2005;BRKR.O
2006;BRKR.O
2007;BRKR.O
2008;BRKR.O
2009;BRKR.O
2010;BRKR.O
2011;BRKR.O
2012;BRKR.O
2015;BRKR.O
1998;OMI
1999;OMI
2001;OMI
2002;OMI
2003;OMI
2005;OMI
2006;OMI
2007;OMI
2008;OMI
2009;OMI
2010;OMI
2012;OMI
2013;OMI
2015;OMI
2016;OMI
2003;COLM.O
2005;COLM.O
2006;COLM.O
2007;COLM.O
2010;COLM.O
1998;FMCC.PK
1999;FMCC.PK
2000;FMCC.PK
2001;FMCC.PK
2002;FMCC.PK
2003;FMCC.PK
2004;FMCC.PK
2005;FMCC.PK
2006;FMCC.PK
2007;FMCC.PK
2008;FMCC.PK
2009;FMCC.PK
2010;FMCC.PK
2011;FMCC.PK
2012;FMCC.PK
2013;FMCC.PK
2015;FMCC.PK
1998;TCF
1999;TCF
2000;TCF
2001;TCF
2002;TCF
2003;TCF
2004;TCF
2005;TCF
2006;TCF
2007;TCF
2008;TCF
2009;TCF
2010;TCF
2011;TCF
2012;TCF
2013;TCF
2014;TCF
2015;TCF
2016;TCF
2008;BWXT.K
2009;BWXT.K
2010;BWXT.K
2011;BWXT.K
2013;BWXT.K
2014;BWXT.K
2015;BWXT.K
2000;PKOH.O
2001;PKOH.O
2002;PKOH.O
2005;PKOH.O
2006;PKOH.O
2011;PKOH.O
2012;PKOH.O
2013;PKOH.O
2015;PKOH.O
1998;CY.O
1999;CY.O
2000;CY.O
2001;CY.O
2002;CY.O
2003;CY.O
2004;CY.O
2005;CY.O
2006;CY.O
2007;CY.O
2008;CY.O
2009;CY.O
2010;CY.O
2011;CY.O
2012;CY.O
2013;CY.O
2014;CY.O
2015;CY.O
2016;CY.O
2001;RMD
2003;RMD
2005;RMD
2010;RMD
2011;RMD
2014;RMD
2015;RMD
1999;PTC.O
2000;PTC.O
2001;PTC.O
2002;PTC.O
2003;PTC.O
2004;PTC.O
2005;PTC.O
2010;PTC.O
2011;PTC.O
2015;PTC.O
2016;PTC.O
1998;CREE.O
2002;CREE.O
2003;CREE.O
2004;CREE.O
2007;CREE.O
2011;CREE.O
2013;CREE.O
2014;CREE.O
1999;OPK.O
2000;OPK.O
2001;OPK.O
2002;OPK.O
2009;OPK.O
2010;OPK.O
2012;OPK.O
2013;OPK.O
2015;OPK.O
1998;NCI
1999;NCI
2000;NCI
2001;NCI
2002;NCI
2004;NCI
2005;NCI
2006;NCI
2007;NCI
2010;NCI
2011;NCI
2012;NCI
1998;TRCO.K
1999;TRCO.K
2000;TRCO.K
2001;TRCO.K
2002;TRCO.K
2003;TRCO.K
2004;TRCO.K
2005;TRCO.K
2006;TRCO.K
2011;TRCO.K
2012;TRCO.K
2013;TRCO.K
2014;TRCO.K
2015;TRCO.K
2015;SUM
2016;SUM
1998;EPC
1999;EPC
2003;EPC
2004;EPC
2006;EPC
2010;EPC
2011;EPC
2012;EPC
2013;EPC
2015;EPC
2016;EPC
1998;FUL
1999;FUL
2000;FUL
2001;FUL
2003;FUL
2004;FUL
2005;FUL
2006;FUL
2007;FUL
2008;FUL
2009;FUL
2010;FUL
2011;FUL
2015;FUL
2016;FUL
2009;HI
2012;HI
2002;NPO
2003;NPO
2006;NPO
2007;NPO
2008;NPO
2010;NPO
2011;NPO
2013;NPO
2014;NPO
2015;NPO
2008;MG
2009;MG
2010;MG
2012;MG
2013;MG
2015;MG
2000;KLAC.O
2001;KLAC.O
2003;KLAC.O
2004;KLAC.O
2005;KLAC.O
2006;KLAC.O
2007;KLAC.O
2010;KLAC.O
2013;KLAC.O
1998;JKHY.O
1999;JKHY.O
2000;JKHY.O
2005;JKHY.O
2006;JKHY.O
2009;JKHY.O
2011;JKHY.O
2012;JKHY.O
2015;JKHY.O
2002;STC
2003;STC
2004;STC
2005;STC
2006;STC
2008;STC
2014;STC
2000;NRG
2001;NRG
2002;NRG
2003;NRG
2004;NRG
2005;NRG
2006;NRG
2007;NRG
2008;NRG
2009;NRG
2011;NRG
2012;NRG
2014;NRG
2015;NRG
2016;NRG
2012;ADSW.K
2013;ADSW.K
2014;ADSW.K
2000;FHN
2001;FHN
2002;FHN
2003;FHN
2004;FHN
2005;FHN
2006;FHN
2007;FHN
2008;FHN
2009;FHN
2010;FHN
2011;FHN
2012;FHN
2013;FHN
2014;FHN
2015;FHN
2016;FHN
1998;MTN
1999;MTN
2000;MTN
2001;MTN
2002;MTN
2003;MTN
2004;MTN
2007;MTN
2008;MTN
2009;MTN
2010;MTN
2012;MTN
2014;MTN
1998;CLGX.K
1999;CLGX.K
2001;CLGX.K
2002;CLGX.K
2003;CLGX.K
2004;CLGX.K
2005;CLGX.K
2006;CLGX.K
2007;CLGX.K
2008;CLGX.K
2009;CLGX.K
2010;CLGX.K
2011;CLGX.K
2012;CLGX.K
2013;CLGX.K
2015;CLGX.K
2016;CLGX.K
1999;OXM
2001;OXM
2002;OXM
2003;OXM
2004;OXM
2006;OXM
2007;OXM
2008;OXM
2009;OXM
2011;OXM
2012;OXM
2013;OXM
2014;OXM
1998;USM
1999;USM
2000;USM
2001;USM
2002;USM
2003;USM
2004;USM
2005;USM
2006;USM
2007;USM
2008;USM
2009;USM
2010;USM
2011;USM
2015;USM
2016;USM
2000;AEGN.O
2002;AEGN.O
2003;AEGN.O
2004;AEGN.O
2005;AEGN.O
2006;AEGN.O
2008;AEGN.O
2009;AEGN.O
2010;AEGN.O
2011;AEGN.O
2012;AEGN.O
2015;AEGN.O
2009;JBT
2011;JBT
2012;JBT
2014;JBT
1999;KODK.K
2000;KODK.K
2001;KODK.K
2002;KODK.K
2003;KODK.K
2004;KODK.K
2005;KODK.K
2006;KODK.K
2007;KODK.K
2008;KODK.K
2009;KODK.K
2010;KODK.K
2011;KODK.K
2012;KODK.K
2013;KODK.K
2014;KODK.K
2015;KODK.K
2016;KODK.K
1998;KEX
1999;KEX
2000;KEX
2001;KEX
2002;KEX
2003;KEX
2004;KEX
2005;KEX
2006;KEX
2007;KEX
2008;KEX
2009;KEX
2010;KEX
2011;KEX
2012;KEX
2013;KEX
2014;KEX
2015;KEX
2016;KEX
1998;OSIS.O
1999;OSIS.O
2000;OSIS.O
2001;OSIS.O
2004;OSIS.O
2005;OSIS.O
2007;OSIS.O
2008;OSIS.O
2010;OSIS.O
2011;OSIS.O
2013;OSIS.O
2014;OSIS.O
1998;CIEN.K
1999;CIEN.K
2000;CIEN.K
2001;CIEN.K
2002;CIEN.K
2003;CIEN.K
2004;CIEN.K
2005;CIEN.K
2015;CIEN.K
2016;CIEN.K
1998;CHS
1999;CHS
2000;CHS
2002;CHS
2005;CHS
2006;CHS
2008;CHS
2010;CHS
2014;CHS
2015;CHS
2016;CHS
2013;VSTO.K
2014;VSTO.K
2015;VSTO.K
2016;VSTO.K
1998;FOE
2000;FOE
2001;FOE
2002;FOE
2003;FOE
2004;FOE
2005;FOE
2006;FOE
2007;FOE
2008;FOE
2010;FOE
2011;FOE
2012;FOE
2013;FOE
2014;FOE
1998;PSA
1999;PSA
2000;PSA
2001;PSA
2002;PSA
2003;PSA
2004;PSA
2005;PSA
2006;PSA
2007;PSA
2008;PSA
2009;PSA
2010;PSA
2011;PSA
2012;PSA
2013;PSA
2014;PSA
2015;PSA
2002;FELE.O
2003;FELE.O
2004;FELE.O
2005;FELE.O
2007;FELE.O
2008;FELE.O
2009;FELE.O
2010;FELE.O
2015;FELE.O
1998;AIT
1999;AIT
2001;AIT
2002;AIT
2003;AIT
2010;AIT
2014;AIT
2015;AIT
2016;AIT
1998;KMPR.K
1999;KMPR.K
2000;KMPR.K
2004;KMPR.K
2005;KMPR.K
2006;KMPR.K
2007;KMPR.K
2009;KMPR.K
2010;KMPR.K
2011;KMPR.K
1998;VVC
1999;VVC
2000;VVC
2001;VVC
2002;VVC
2003;VVC
2004;VVC
2007;VVC
2008;VVC
2014;VVC
2015;VVC
2004;ICFI.O
2007;ICFI.O
2008;ICFI.O
2010;ICFI.O
2011;ICFI.O
2012;ICFI.O
2013;ICFI.O
2014;ICFI.O
2015;ICFI.O
1999;TBI
2000;TBI
2001;TBI
2003;TBI
2004;TBI
2015;TBI
2001;HTH
2002;HTH
2003;HTH
2004;HTH
2005;HTH
2006;HTH
2007;HTH
2008;HTH
2009;HTH
2010;HTH
2011;HTH
2012;HTH
2013;HTH
2014;HTH
2015;HTH
2016;HTH
1998;SXI
1999;SXI
2000;SXI
2001;SXI
2002;SXI
2003;SXI
2004;SXI
2007;SXI
2008;SXI
2009;SXI
2010;SXI
2011;SXI
2012;SXI
2014;SXI
1998;GNTX.O
1999;GNTX.O
2000;GNTX.O
2001;GNTX.O
2002;GNTX.O
2003;GNTX.O
2004;GNTX.O
2005;GNTX.O
2006;GNTX.O
2007;GNTX.O
2008;GNTX.O
2009;GNTX.O
2010;GNTX.O
2011;GNTX.O
2012;GNTX.O
2013;GNTX.O
2014;GNTX.O
2015;GNTX.O
2016;GNTX.O
2012;ZOES.K
2013;ZOES.K
1998;WMB
1999;WMB
2000;WMB
2001;WMB
2002;WMB
2003;WMB
2005;WMB
2006;WMB
2007;WMB
2008;WMB
2009;WMB
2010;WMB
2011;WMB
2014;WMB
2015;WMB
2016;WMB
1998;BXG
1999;BXG
2000;BXG
2001;BXG
2002;BXG
2003;BXG
2004;BXG
2005;BXG
2006;BXG
2007;BXG
2008;BXG
2009;BXG
2010;BXG
2015;BXG
2016;BXG
2004;BECN.O
2008;BECN.O
2009;BECN.O
2014;BECN.O
2001;NFLX.O
2002;NFLX.O
2003;NFLX.O
2004;NFLX.O
2005;NFLX.O
2006;NFLX.O
2007;NFLX.O
2008;NFLX.O
2009;NFLX.O
2010;NFLX.O
2011;NFLX.O
2012;NFLX.O
2013;NFLX.O
2014;NFLX.O
1998;ALB
2000;ALB
2001;ALB
2002;ALB
2004;ALB
2005;ALB
2006;ALB
2007;ALB
2008;ALB
2010;ALB
2011;ALB
2012;ALB
2013;ALB
2015;ALB
2016;ALB
2014;HAS.O
2015;HAS.O
2016;HAS.O
2010;RP.O
2011;RP.O
2014;RP.O
2016;WBT
1998;ATU
1999;ATU
2000;ATU
2001;ATU
2002;ATU
2003;ATU
2006;ATU
2007;ATU
2008;ATU
2009;ATU
2010;ATU
2011;ATU
2013;ATU
2014;ATU
2015;ATU
1998;B
1999;B
2000;B
2001;B
2003;B
2004;B
2005;B
2006;B
2007;B
2008;B
2009;B
2010;B
2011;B
2012;B
2015;B
2012;HABT.O
2013;HABT.O
2014;HABT.O
2001;RDNT.O
2002;RDNT.O
2003;RDNT.O
2004;RDNT.O
2005;RDNT.O
2006;RDNT.O
2007;RDNT.O
2008;RDNT.O
2009;RDNT.O
2010;RDNT.O
2011;RDNT.O
2012;RDNT.O
2015;RDNT.O
2000;CPRT.O
2002;CPRT.O
2003;CPRT.O
2004;CPRT.O
2005;CPRT.O
2006;CPRT.O
2009;CPRT.O
2010;CPRT.O
2011;CPRT.O
2012;CPRT.O
1998;KAMN.K
1999;KAMN.K
2000;KAMN.K
2001;KAMN.K
2003;KAMN.K
2004;KAMN.K
2005;KAMN.K
2006;KAMN.K
2007;KAMN.K
2008;KAMN.K
2009;KAMN.K
2010;KAMN.K
2011;KAMN.K
2012;KAMN.K
2013;KAMN.K
2015;KAMN.K
1998;BGG
1999;BGG
2000;BGG
2001;BGG
2002;BGG
2003;BGG
2005;BGG
2006;BGG
2008;BGG
2010;BGG
2012;BGG
2014;BGG
1998;NCS
1999;NCS
2000;NCS
2001;NCS
2002;NCS
2004;NCS
2005;NCS
2006;NCS
2007;NCS
2008;NCS
2009;NCS
2015;NCS
2016;NCS
1998;ERIE.O
1999;ERIE.O
2000;ERIE.O
2001;ERIE.O
2002;ERIE.O
2003;ERIE.O
2004;ERIE.O
2005;ERIE.O
2006;ERIE.O
2007;ERIE.O
2008;ERIE.O
2009;ERIE.O
2013;ERIE.O
2014;ERIE.O
1998;TGNA.K
1999;TGNA.K
2000;TGNA.K
2001;TGNA.K
2003;TGNA.K
2004;TGNA.K
2005;TGNA.K
2006;TGNA.K
2007;TGNA.K
2008;TGNA.K
2009;TGNA.K
2012;TGNA.K
2013;TGNA.K
2014;TGNA.K
2015;TGNA.K
2016;TGNA.K
2016;MYRG.O
1998;MDCA.O
1999;MDCA.O
2000;MDCA.O
2001;MDCA.O
2003;MDCA.O
2004;MDCA.O
2005;MDCA.O
2006;MDCA.O
2007;MDCA.O
2008;MDCA.O
2009;MDCA.O
2010;MDCA.O
2011;MDCA.O
2012;MDCA.O
2013;MDCA.O
2014;MDCA.O
2015;MDCA.O
2016;MDCA.O
2016;GOLF.K
1998;SCG
1999;SCG
2000;SCG
2001;SCG
2002;SCG
2003;SCG
2004;SCG
2011;SCG
2014;SCG
1998;COHR.O
1999;COHR.O
2001;COHR.O
2002;COHR.O
2003;COHR.O
2004;COHR.O
2014;COHR.O
2010;RH
2011;RH
2013;RH
2014;RH
2015;RH
1998;NVR
1999;NVR
2000;NVR
2001;NVR
2002;NVR
2003;NVR
2004;NVR
2005;NVR
2006;NVR
2007;NVR
2008;NVR
2009;NVR
