year;ric
2004;COLB.O
2005;COLB.O
2006;COLB.O
2007;COLB.O
2008;COLB.O
2009;COLB.O
2010;COLB.O
2012;COLB.O
2013;COLB.O
2016;COLB.O
2004;KWR
2008;PRI
2010;PRI
2011;PRI
2004;RNST.O
1999;PLCE.O
2002;PLCE.O
2003;PLCE.O
2004;PLCE.O
2005;PLCE.O
2006;PLCE.O
2007;PLCE.O
2008;PLCE.O
2009;PLCE.O
2006;SEP
2007;SEP
2011;SEP
2012;SEP
2001;GEL
2002;GEL
2002;NFG
2003;NFG
2004;NFG
2005;NFG
2015;SATS.O
2016;SATS.O
2001;HEES.O
2002;HEES.O
2003;HEES.O
2003;RCKY.O
1998;BANR.O
1999;BANR.O
2002;BANR.O
2003;BANR.O
2005;BANR.O
2006;BANR.O
2008;BANR.O
2009;BANR.O
2012;BANR.O
2013;BANR.O
2014;BANR.O
2015;BANR.O
1998;STL
2000;STL
2001;STL
2002;STL
2003;STL
2004;STL
2008;STL
2011;STL
2013;STL
2014;STL
2015;STL
2016;STL
1998;HES
1999;HES
2000;HES
2001;HES
2002;HES
2004;HES
2005;HES
2006;HES
2007;HES
2008;HES
2009;HES
2010;HES
2011;HES
2012;HES
2013;HES
2014;HES
2015;HES
2016;HES
1998;EQT
1999;EQT
2000;EQT
2001;EQT
2003;EQT
2004;EQT
2011;EQT
2012;EQT
2014;BLBD.O
2015;BLBD.O
2016;BLBD.O
2005;DORM.O
2011;DORM.O
1998;ADTN.O
1999;ADTN.O
2002;ADTN.O
2003;ADTN.O
2004;ADTN.O
2005;ADTN.O
2006;ADTN.O
2008;ADTN.O
2009;ADTN.O
2010;ADTN.O
2012;ADTN.O
2013;ADTN.O
2014;ADTN.O
2007;PFPT.O
2008;PFPT.O
2009;PFPT.O
2010;PFPT.O
2011;PFPT.O
2012;PFPT.O
2013;PFPT.O
2014;PFPT.O
2015;PFPT.O
2016;PFPT.O
1999;NOVT.O
2004;NOVT.O
2005;NOVT.O
2006;NOVT.O
2007;NOVT.O
2008;NOVT.O
2010;NOVT.O
2011;NOVT.O
2012;NOVT.O
2013;NOVT.O
2004;ROCK.O
2005;ROCK.O
2006;ROCK.O
2007;ROCK.O
2008;ROCK.O
2009;ROCK.O
2010;ROCK.O
1998;ALE
1999;ALE
2000;ALE
2002;ALE
2003;ALE
2004;ALE
2005;TITN.O
1999;HTLF.O
2000;HTLF.O
2001;HTLF.O
2002;HTLF.O
2003;HTLF.O
2004;HTLF.O
2005;HTLF.O
2006;HTLF.O
2007;HTLF.O
2009;HTLF.O
2010;HTLF.O
2011;HTLF.O
2012;HTLF.O
2013;HTLF.O
2014;HTLF.O
2015;HTLF.O
2016;HTLF.O
1998;MINI.O
1999;MINI.O
2000;MINI.O
2001;MINI.O
2002;MINI.O
2003;MINI.O
2004;MINI.O
2005;MINI.O
2007;MINI.O
2008;MINI.O
2009;MINI.O
2010;MINI.O
2011;MINI.O
2012;MINI.O
2014;MINI.O
2016;MINI.O
2001;SIX
2002;SIX
2003;SIX
2004;SIX
2005;SIX
2006;SIX
2007;SIX
2008;SIX
2009;SIX
1998;CWST.O
1999;CWST.O
2000;CWST.O
2001;CWST.O
2002;CWST.O
2003;CWST.O
2005;CWST.O
2006;CWST.O
2007;CWST.O
2008;CWST.O
2009;CWST.O
2010;CWST.O
2011;CWST.O
2005;INWK.O
2012;INWK.O
2016;INWK.O
2000;TR
2001;TR
2002;TR
1998;USAK.O
2003;USAK.O
2004;USAK.O
2005;USAK.O
2006;USAK.O
2010;USAK.O
2011;USAK.O
2012;USAK.O
2013;USAK.O
2014;USAK.O
2015;USAK.O
2016;USAK.O
2009;CSS
2010;CSS
1999;BHLB.K
2000;BHLB.K
2001;BHLB.K
2002;BHLB.K
2003;BHLB.K
2004;BHLB.K
2006;BHLB.K
2007;BHLB.K
2008;BHLB.K
2009;BHLB.K
2010;BHLB.K
2011;BHLB.K
2014;BHLB.K
2015;BHLB.K
2016;BHLB.K
1998;STCN.O
1999;STCN.O
2000;STCN.O
2001;STCN.O
2004;STCN.O
2006;STCN.O
2007;STCN.O
2009;STCN.O
2010;STCN.O
2011;STCN.O
2012;STCN.O
1998;CHH
1999;CHH
2000;CHH
2012;CHH
1998;IDA
2001;IDA
2004;IDA
2005;IDA
2011;STFC.O
2003;NWBI.O
2004;NWBI.O
2013;KEYW.O
2014;KEYW.O
2015;KEYW.O
1999;AVA
2000;AVA
2001;AVA
2002;AVA
2004;AVA
2005;AVA
2006;AVA
2013;AVA
1998;MATX.K
1999;MATX.K
2003;MATX.K
2006;MATX.K
2007;MATX.K
2008;MATX.K
2009;MATX.K
2010;MATX.K
2011;MATX.K
1998;WSBC.O
2000;WSBC.O
2001;WSBC.O
2003;WSBC.O
2004;WSBC.O
2006;WSBC.O
2007;WSBC.O
2008;WSBC.O
2011;WSBC.O
2013;WSBC.O
2014;WSBC.O
2015;WSBC.O
2011;P
2012;P
2007;SFLY.O
2000;KBH
2004;KBH
2005;KBH
2006;KBH
2007;KBH
1998;HOV
1999;HOV
2000;HOV
2001;HOV
2002;HOV
2003;HOV
2004;HOV
2005;HOV
2006;HOV
2007;HOV
2008;HOV
2009;HOV
2010;HOV
2011;HOV
2012;HOV
2013;HOV
2014;HOV
2015;HOV
2016;HOV
2010;ANDX.K
2011;ANDX.K
2012;ANDX.K
2013;ANDX.K
2014;ANDX.K
2015;ANDX.K
2001;IOSP.O
2004;IOSP.O
2005;IOSP.O
2002;SYX
2005;SYX
2013;SYX
2014;SYX
2015;SYX
2016;SYX
2004;MYE
2005;MYE
2006;MYE
2007;MYE
2008;MYE
2012;MYE
2013;MYE
2015;MYE
2016;MYE
2011;GWRE.K
2012;GWRE.K
1998;RDN
1999;RDN
2003;RDN
2004;RDN
2005;RDN
2009;RDN
2012;RDN
2013;RDN
2014;RDN
2015;RDN
1998;AEIS.O
1999;AEIS.O
2000;AEIS.O
2001;AEIS.O
2002;AEIS.O
2004;AEIS.O
2005;AEIS.O
2006;AEIS.O
2007;AEIS.O
2008;AEIS.O
2009;AEIS.O
2010;AEIS.O
2012;AEIS.O
2013;AEIS.O
2014;AEIS.O
2015;AEIS.O
2016;AEIS.O
2006;OCLR.O
2007;OCLR.O
2011;OCLR.O
2012;OCLR.O
2016;OCLR.O
2009;AMCX.O
2010;AMCX.O
1998;QADA.O
2001;CENX.O
2003;CENX.O
2004;CENX.O
2014;CENX.O
2015;TUSK.O
2016;TUSK.O
2000;POWL.O
2005;POWL.O
2013;POWL.O
2001;ESS
2002;ESS
2003;ESS
2005;ESS
2006;ESS
2007;ESS
2008;ESS
2009;ESS
2010;ESS
2011;ESS
2012;ESS
2013;ESS
1998;TUES.O
2015;SCOR.O
1998;IDTI.O
2009;IDTI.O
2010;IDTI.O
2012;IDTI.O
1998;WAFD.O
1999;WAFD.O
2003;WAFD.O
2000;CACC.O
2001;CACC.O
2002;CACC.O
2003;CACC.O
2004;CACC.O
2005;CACC.O
2006;CACC.O
2007;CACC.O
2008;CACC.O
2010;CACC.O
2011;CACC.O
2012;CACC.O
2013;CACC.O
2014;CACC.O
2015;CACC.O
2016;CACC.O
2004;USNA.K
2007;USNA.K
2000;MMP
2001;MMP
2002;MMP
2003;MMP
2006;MMP
2007;MMP
2008;MMP
2009;MMP
2012;MMP
2013;MMP
2014;MMP
2002;OSTK.O
2005;OSTK.O
2006;OSTK.O
2007;OSTK.O
2008;OSTK.O
2013;TMHC.K
2011;MTSI.O
2012;MTSI.O
2013;MTSI.O
2004;COHU.O
2012;COHU.O
2013;COHU.O
2014;COHU.O
2003;ATNI.O
2004;ATNI.O
2011;ATNI.O
2012;ATNI.O
2000;CCRN.O
2001;CCRN.O
2008;CCRN.O
2009;CCRN.O
2010;CCRN.O
2011;CCRN.O
1998;OMN
1999;OMN
2001;OMN
2002;OMN
2003;OMN
2004;OMN
2005;OMN
2006;OMN
2007;OMN
2008;OMN
2009;OMN
2010;OMN
2011;OMN
2012;OMN
2013;OMN
2014;OMN
2016;OMN
1998;ANDE.O
1999;ANDE.O
2002;ANDE.O
2006;ANDE.O
2008;ANDE.O
2009;LSI
2010;LSI
2011;LSI
2000;PACW.O
2001;PACW.O
2002;PACW.O
2007;NPTN.K
2008;NPTN.K
2009;NPTN.K
2010;NPTN.K
2002;BANF.O
2003;BANF.O
2004;BANF.O
2008;VG
2013;VG
2014;VG
2016;VG
1999;SYNA.O
2005;SYNA.O
2006;SYNA.O
2007;SYNA.O
2008;SYNA.O
2013;CGNX.O
2014;CGNX.O
2015;CGNX.O
2002;MGI.O
2003;MGI.O
2004;MGI.O
2007;MGI.O
2008;MGI.O
2009;MGI.O
2012;MGI.O
2013;MGI.O
2014;MGI.O
2015;MGI.O
2015;FIT
2016;FIT
1998;PRK
1999;PRK
2000;PRK
2001;PRK
2002;PRK
2007;PRK
2008;PRK
2011;PRK
2012;PRK
2013;PRK
2014;PRK
1998;STRL.O
1999;STRL.O
2000;STRL.O
2002;STRL.O
2003;STRL.O
2004;STRL.O
1998;NBTB.O
1999;NBTB.O
2000;NBTB.O
2001;NBTB.O
2002;NBTB.O
2003;NBTB.O
2005;NBTB.O
2007;NBTB.O
2008;NBTB.O
2009;NBTB.O
2011;NBTB.O
2012;NBTB.O
2013;NBTB.O
1999;BIOS.O
2000;BIOS.O
2010;BIOS.O
2011;BIOS.O
2012;BIOS.O
2013;BIOS.O
2014;BIOS.O
2016;BIOS.O
2003;LAWS.O
2006;LAWS.O
2007;LAWS.O
2008;LAWS.O
2009;LAWS.O
2012;LAWS.O
2002;ASTE.O
2003;ASTE.O
1998;SPA
2000;SPA
2007;SPA
2010;SPA
2015;PEN
1998;TIVO.O
1999;TIVO.O
2005;TIVO.O
2006;TIVO.O
2007;TIVO.O
2008;TIVO.O
2011;TIVO.O
2012;TIVO.O
2005;AROC.K
2006;AROC.K
2007;AROC.K
2008;AROC.K
2009;AROC.K
2012;AROC.K
2013;AROC.K
2014;AROC.K
2005;PNM
2006;PNM
1998;NS
1999;NS
2000;NS
2002;NS
2004;NS
2006;NS
2007;NS
2008;NS
2009;NS
2010;NS
2011;NS
2012;NS
2013;NS
2014;NS
2016;NS
2009;FFG
2010;FFG
2011;FFG
1998;LGFa
1999;LGFa
2002;LGFa
2003;LGFa
2005;LGFa
2006;LGFa
2007;LGFa
2008;LGFa
2009;LGFa
2010;LGFa
2001;FORM.O
2002;FORM.O
2003;FORM.O
1998;FRME.O
1999;FRME.O
2000;FRME.O
2001;FRME.O
2002;FRME.O
2007;FRME.O
2008;FRME.O
2010;FRME.O
2011;FRME.O
2012;FRME.O
2013;FRME.O
2014;FRME.O
2015;FRME.O
2016;FRME.O
2000;ZEUS.O
2001;ZEUS.O
2002;ZEUS.O
2004;ZEUS.O
2008;ZEUS.O
2009;ZEUS.O
2000;IPL_pd
2001;IPL_pd
1999;FARO.O
2001;BID
2002;BID
2003;BID
2008;BID
1998;BRKS.O
1999;BRKS.O
2002;BRKS.O
2003;BRKS.O
2004;BRKS.O
2005;BRKS.O
2011;BRKS.O
2012;BRKS.O
2015;BRKS.O
2016;BRKS.O
2004;XCRA.O
2014;XCRA.O
2003;EV
2004;EV
2008;EV
1998;HSII.O
2007;HSII.O
2010;TTS.O
2011;TTS.O
2003;BMI
2004;BMI
2005;BMI
2003;EXTR.O
2008;EXTR.O
2009;EXTR.O
2015;EXTR.O
2016;EXTR.O
2000;FARM.O
2009;FARM.O
2011;FARM.O
2015;FARM.O
2016;FARM.O
2006;INTL.O
2007;INTL.O
2008;INTL.O
2011;INTL.O
2012;INTL.O
1998;MTH
1999;MTH
2000;MTH
2001;MTH
2002;MTH
2003;MTH
2004;MTH
2005;MTH
2006;MTH
2007;MTH
2008;MTH
2011;MTH
2012;MTH
2013;MTH
2014;MTH
2015;MTH
2016;MTH
1998;CPT
2000;CPT
2001;CPT
2002;CPT
2003;CPT
2004;CPT
2005;CPT
2006;CPT
2007;CPT
2008;CPT
2009;CPT
2010;CPT
2011;CPT
2012;CPT
2014;CPT
2015;CPT
2016;CPT
2005;EVR
2006;EVR
2007;EVR
2008;EVR
2009;EVR
2010;EVR
2011;EVR
2012;EVR
2013;EVR
2014;EVR
1999;BPL
2008;BPL
2009;BPL
2011;BPL
1999;EPAY.O
2006;BEAT.O
2010;HLX
2011;HLX
2004;CLMT.O
2005;CLMT.O
2015;CLMT.O
2016;CLMT.O
2000;CRUS.O
2003;CRUS.O
2007;CRUS.O
2001;RLH
2002;RLH
2003;RLH
2004;RLH
2005;RLH
2008;RLH
2009;RLH
2010;RLH
2011;RLH
2012;RLH
2013;RLH
2015;RLH
2016;RLH
2000;PLD
2001;PLD
2002;PLD
2003;PLD
2004;PLD
2005;PLD
2008;PLD
2009;PLD
2010;PLD
2011;PLD
2012;PLD
2014;PLD
2015;PLD
2006;TCBI.O
2007;TCBI.O
2011;TCBI.O
2012;TCBI.O
1998;NWE
2000;NWE
2001;NWE
2002;NWE
2003;NWE
2004;NWE
2000;CNTY.O
2005;CNTY.O
2006;CNTY.O
2007;CNTY.O
1999;AGX
2000;AGX
2002;AGX
2009;AGX
2000;ECOL.O
2001;ECOL.O
2005;ECOL.O
2004;NEOG.O
2005;NEOG.O
2013;GWB
1998;WTR
2009;WTR
2010;WTR
2003;HZO
2014;HZO
1998;AOBC.O
2001;AOBC.O
2002;AOBC.O
2003;AOBC.O
2005;AOBC.O
2009;AOBC.O
2010;AOBC.O
1999;CRMT.O
2000;CRMT.O
2005;CRMT.O
2008;CRMT.O
2000;UDR
2001;UDR
2002;UDR
2003;UDR
2004;UDR
2005;UDR
2006;UDR
2007;UDR
2008;UDR
2009;UDR
2010;UDR
2011;UDR
2012;UDR
2015;UDR
2014;FTD.O
2003;MPWR.O
2006;MPWR.O
1998;SLM.O
1999;SLM.O
2000;SLM.O
2001;SLM.O
2002;SLM.O
2003;SLM.O
2004;SLM.O
2005;SLM.O
2006;SLM.O
2007;SLM.O
2008;SLM.O
2009;SLM.O
2012;SLM.O
2013;SLM.O
2014;SLM.O
2015;SLM.O
2016;SLM.O
2008;BXC
1998;PRGX.O
1999;PRGX.O
2000;PRGX.O
2001;PRGX.O
2005;PRGX.O
2006;PRGX.O
2014;PRGX.O
2011;ENT.O
2012;ENT.O
2011;TAXA.PK
2001;ENLK.K
2002;ENLK.K
2006;ENLK.K
2007;ENLK.K
2008;ENLK.K
2009;ENLK.K
2012;ENLK.K
2013;ENLK.K
2014;ENLK.K
2012;ENLC.K
1998;MDC
1999;MDC
2000;MDC
2001;MDC
2002;MDC
2003;MDC
2004;MDC
2005;MDC
2006;MDC
2007;MDC
2009;MDC
2010;MDC
2012;MDC
2015;MDC
2016;MDC
1999;VGR
2000;VGR
2001;VGR
2002;VGR
2003;VGR
2004;VGR
2014;VGR
2010;ELLI.K
2013;ELLI.K
2015;ELLI.K
2016;ELLI.K
2010;THR
2011;THR
1998;PLAB.O
1999;PLAB.O
2003;PLAB.O
2004;PLAB.O
1998;FSTR.O
2000;FSTR.O
2001;FSTR.O
2004;FSTR.O
2005;FSTR.O
2007;FSTR.O
2008;FSTR.O
2009;FSTR.O
1998;FCEa
1999;FCEa
2000;FCEa
2001;FCEa
2003;FCEa
2004;FCEa
2005;FCEa
2006;FCEa
2007;FCEa
2008;FCEa
2010;FCEa
2011;FCEa
2012;FCEa
2013;FCEa
2014;FCEa
2015;FCEa
2002;HOPE.O
2003;HOPE.O
2005;HOPE.O
2015;HOPE.O
2003;PRGS.O
2004;PRGS.O
2010;PRGS.O
2011;PRGS.O
2012;PRGS.O
1998;ABCB.O
1999;ABCB.O
2000;ABCB.O
2002;ABCB.O
2003;ABCB.O
2004;ABCB.O
2005;ABCB.O
2006;ABCB.O
2007;ABCB.O
2008;ABCB.O
2009;ABCB.O
2010;ABCB.O
2011;ABCB.O
2012;ABCB.O
2013;ABCB.O
2014;ABCB.O
2015;ABCB.O
2016;ABCB.O
2009;AVID.O
2010;AVID.O
2011;AVID.O
2015;CRC
2010;BNFT.O
2011;BNFT.O
2012;BNFT.O
1998;FII
1999;FII
2000;FII
2001;FII
2002;FII
2003;FII
2004;FII
2006;FII
2007;FII
2008;FII
2009;FII
2010;FII
2011;FII
2012;FII
2013;FII
2014;FII
2015;FII
2016;FII
2004;SAM
2005;DLR
2006;DLR
2007;DLR
1998;HL
1999;HL
2006;HL
2007;HL
2008;HL
1998;WDR
2003;WDR
2004;WDR
2006;WDR
2010;WDR
2011;WDR
2016;WDR
2005;GPRE.O
2012;GPRE.O
2015;GPRE.O
1998;AZPN.O
2000;AZPN.O
2001;AZPN.O
2002;AZPN.O
2003;AZPN.O
2004;AZPN.O
2005;AZPN.O
2012;UBSH.O
2000;PAHC.O
2001;PAHC.O
2002;PAHC.O
2004;PAHC.O
2008;PAHC.O
2012;PAHC.O
2000;LION.O
2001;LION.O
2003;LION.O
2004;LION.O
2005;LION.O
2011;LION.O
2012;LION.O
1998;FORR.O
2004;FORR.O
2005;FORR.O
1998;CULP.K
2015;CULP.K
1998;STRA.O
1998;UNT
1999;UNT
2000;LCUT.O
2001;LCUT.O
2004;LCUT.O
2007;LCUT.O
2008;LCUT.O
1998;FFBC.O
1999;FFBC.O
2004;FFBC.O
2006;FFBC.O
2007;FFBC.O
2008;FFBC.O
2009;FFBC.O
2013;FFBC.O
2015;FFBC.O
2016;FFBC.O
2003;PHH
2004;PHH
2012;PHH
2013;PHH
1998;AIV
1999;AIV
2000;AIV
2001;AIV
2002;AIV
2003;AIV
2004;AIV
2005;AIV
2006;AIV
2007;AIV
2008;AIV
2009;AIV
2010;AIV
2011;AIV
2012;AIV
2013;AIV
2014;AIV
2015;AIV
2016;AIV
1998;BUSE.O
1999;BUSE.O
2000;BUSE.O
2001;BUSE.O
2002;BUSE.O
2003;BUSE.O
2004;BUSE.O
2005;BUSE.O
2006;BUSE.O
2007;BUSE.O
2008;BUSE.O
2009;BUSE.O
2014;BUSE.O
2015;BUSE.O
2016;BUSE.O
2007;PRIM.O
2015;TWNK.O
1999;JBSS.O
2002;JBSS.O
2012;WK
2013;WK
2003;SBNY.O
2006;SBNY.O
2007;SBNY.O
2016;SBNY.O
2007;ORA
2008;ORA
2009;ORA
2011;ORA
2001;PJC
2002;PJC
2003;PJC
2004;PJC
2005;PJC
2006;PJC
2007;PJC
2010;PJC
2011;PJC
2013;PJC
2016;PJC
2015;MTCH.O
2016;MTCH.O
1998;FFIN.O
1999;FFIN.O
2000;FFIN.O
2001;FFIN.O
2002;FFIN.O
2003;FFIN.O
2005;FFIN.O
2006;FFIN.O
2007;FFIN.O
2008;FFIN.O
2009;FFIN.O
2010;FFIN.O
2011;FFIN.O
2012;FFIN.O
2013;FFIN.O
2014;FFIN.O
2016;FFIN.O
2008;CLD
2003;HBP.O
1998;FCF
1999;FCF
2000;FCF
2001;FCF
2002;FCF
2003;FCF
2004;FCF
2005;FCF
2007;FCF
2008;FCF
2009;FCF
2016;FCF
2001;SMTC.O
2003;SMTC.O
2004;SMTC.O
1998;SLAB.O
1999;SLAB.O
2000;SLAB.O
2001;SLAB.O
2002;SLAB.O
2003;SLAB.O
2004;SLAB.O
2005;SLAB.O
2006;SLAB.O
2007;SLAB.O
2008;SLAB.O
2011;SLAB.O
2012;SLAB.O
2015;SLAB.O
2016;SLAB.O
2000;LSTR.O
2001;LSTR.O
2003;LSTR.O
2004;LSTR.O
2005;LSTR.O
2006;LSTR.O
2007;LSTR.O
2008;LSTR.O
2009;LSTR.O
2010;LSTR.O
2011;LSTR.O
2012;LSTR.O
2013;LSTR.O
2015;LSTR.O
2016;LSTR.O
2002;CRAY.O
2003;CRAY.O
2006;CRAY.O
2007;CRAY.O
2008;CRAY.O
2002;CATY.O
2005;CATY.O
2006;EDR
2007;EDR
2008;EDR
2009;EDR
2010;EDR
2011;EDR
2012;EDR
2002;PLUS.O
2003;PLUS.O
2004;PLUS.O
2009;PLUS.O
2010;PLUS.O
2015;PLUS.O
2000;EVC
2001;EVC
2002;EVC
2004;EVC
2005;EVC
2006;EVC
2008;EVC
2014;GTT
2011;EBS
2014;EBS
2015;EBS
1999;AMOT.O
2000;AMOT.O
2001;AMOT.O
2008;AMOT.O
2016;III.O
1998;HLIT.O
1999;HLIT.O
2000;HLIT.O
2001;HLIT.O
2002;HLIT.O
2005;HLIT.O
2006;HLIT.O
2007;HLIT.O
2009;HLIT.O
2010;HLIT.O
2011;HLIT.O
2012;HLIT.O
2013;HLIT.O
2014;HLIT.O
2015;HLIT.O
2016;HLIT.O
1998;MHO
1999;MHO
2006;MHO
1998;LYTS.O
1999;LNG
2004;LNG
2005;LNG
2007;LNG
2008;LNG
2014;LNG
2015;LNG
2009;IBKR.O
2010;IBKR.O
2011;IBKR.O
2012;IBKR.O
2000;CBM
2001;CBM
2002;CBM
2004;CBM
2005;CBM
2006;CBM
2016;CBM
2004;EGHT.K
2005;EGHT.K
1998;IDT
2002;IDT
2003;IDT
2004;IDT
2007;IDT
2008;IDT
2009;IDT
2010;IDT
2011;IDT
2011;SEMG.K
2008;HOFT.O
2012;HOFT.O
2000;INCY.O
2002;INCY.O
2003;INCY.O
2008;CXO
2009;CXO
2010;CXO
2011;CXO
2015;CXO
2010;CSFL.O
2011;CSFL.O
2001;QDEL.O
2002;QDEL.O
2003;QDEL.O
1999;SALM.O
2000;SALM.O
2001;SALM.O
2003;SALM.O
2004;SALM.O
2007;SALM.O
2008;KKR
2009;KKR
2011;KKR
2012;KKR
2013;KKR
2015;KKR
2016;KKR
1998;CWT
1999;CWT
2001;CWT
2002;CWT
2005;MRCY.O
2006;MRCY.O
2007;MRCY.O
2012;MRCY.O
1998;WSFS.O
1999;WSFS.O
2000;WSFS.O
2001;WSFS.O
2002;WSFS.O
2003;WSFS.O
2015;DNKN.O
2012;ANGO.O
2013;ANGO.O
1998;CSV
1999;CSV
2000;CSV
2003;CSV
2004;CSV
2005;CSV
2006;CSV
2011;CSV
2012;CSV
2000;ABMD.O
2000;PAR
2001;PAR
2010;PAR
2014;PAR
2015;AMH
1998;MUR
1999;MUR
2000;MUR
2001;MUR
2002;MUR
2003;MUR
2004;MUR
2005;MUR
2006;MUR
2007;MUR
2008;MUR
2009;MUR
2010;MUR
2011;MUR
2012;MUR
2013;MUR
2014;MUR
2015;MUR
2016;MUR
2000;LCI
1998;SRCE.O
1999;SRCE.O
2000;SRCE.O
2001;SRCE.O
2002;SRCE.O
2004;SRCE.O
2005;SRCE.O
2006;SRCE.O
2007;SRCE.O
2008;SRCE.O
2009;SRCE.O
2010;SRCE.O
2011;SRCE.O
2014;SRCE.O
2016;SRCE.O
2004;COWN.O
2005;COWN.O
2006;COWN.O
2007;COWN.O
2008;COWN.O
2002;HAYN.O
1998;HCKT.O
2000;HCKT.O
2001;HCKT.O
2003;HCKT.O
2004;HCKT.O
2011;HCKT.O
2014;HCKT.O
2001;OSG
2010;OSG
2011;OSG
2014;OSG
2015;OSG
1998;TREX.K
2007;TREX.K
2008;TREX.K
2009;TREX.K
1998;MLR
1999;MLR
2000;MLR
2001;MLR
2002;MLR
1998;FBNC.O
1999;FBNC.O
2005;FBNC.O
2006;FBNC.O
2016;FBNC.O
2006;ENVA.K
2007;ENVA.K
2008;ENVA.K
2009;ENVA.K
2012;ENVA.K
2013;ENVA.K
2014;ENVA.K
2015;ENVA.K
2016;ENVA.K
1998;INDB.O
2007;INDB.O
2009;INDB.O
2012;INDB.O
2014;INDB.O
2001;NSSC.O
2012;SGEN.O
2007;MIC
2008;MIC
2010;HHC
2002;EE
2000;BZH
2004;BZH
2005;BZH
2006;BZH
2007;BZH
2006;EVRI.K
2007;EVRI.K
1998;JOUT.O
1999;JOUT.O
2000;JOUT.O
2001;JOUT.O
2002;JOUT.O
2003;JOUT.O
2004;JOUT.O
2005;JOUT.O
2006;JOUT.O
2007;JOUT.O
2008;JOUT.O
2009;JOUT.O
2010;JOUT.O
2011;JOUT.O
2012;JOUT.O
2013;JOUT.O
2014;JOUT.O
2015;JOUT.O
2016;JOUT.O
2000;CSVI.PK
1998;STBA.O
1999;STBA.O
2000;STBA.O
2001;STBA.O
2002;STBA.O
2007;STBA.O
2008;STBA.O
2010;STBA.O
2011;STBA.O
2012;STBA.O
2013;STBA.O
2014;STBA.O
2015;STBA.O
1998;EXPO.O
1999;EXPO.O
2000;EXPO.O
2001;EXPO.O
2002;EXPO.O
2003;EXPO.O
2004;EXPO.O
2005;EXPO.O
2006;EXPO.O
2008;EXPO.O
2009;EXPO.O
2011;EXPO.O
2012;EXPO.O
2014;EXPO.O
2016;EXPO.O
1998;MGRC.O
2001;MGRC.O
1998;SLG
1999;SLG
2000;SLG
2001;SLG
2002;SLG
2003;SLG
2004;SLG
2005;SLG
2006;SLG
2007;SLG
2008;SLG
2009;SLG
2010;SLG
2011;SLG
2012;SLG
2013;SLG
2014;SLG
2016;SLG
2005;UONEK.O
2006;UONEK.O
2007;UONEK.O
2008;UONEK.O
2001;NJR
2004;NJR
2005;NJR
2006;NJR
2007;NJR
2008;NJR
2011;AMRC.K
2012;AMRC.K
2014;AMRC.K
2015;AMRC.K
2008;APO
2009;APO
2010;APO
2011;APO
2013;APO
2014;APO
2015;APO
2016;APO
1999;SHEN.O
2000;SHEN.O
2001;SHEN.O
2003;SHEN.O
2004;SHEN.O
2006;SHEN.O
2007;SHEN.O
1998;TMP
1999;TMP
2000;TMP
2001;TMP
2002;TMP
2003;TMP
2004;TMP
2007;TMP
2008;TMP
2009;TMP
2010;TMP
2011;TMP
2013;TMP
2014;TMP
2015;TMP
1999;TCBK.O
2001;TCBK.O
2002;TCBK.O
2003;TCBK.O
2004;TCBK.O
2005;TCBK.O
2006;TCBK.O
2010;TCBK.O
2011;TCBK.O
2012;TCBK.O
2013;TCBK.O
2014;TCBK.O
2015;TCBK.O
2016;TCBK.O
1998;VECO.O
1999;VECO.O
2000;VECO.O
2007;VECO.O
2008;VECO.O
2009;VECO.O
2010;VECO.O
2007;TIPT.O
2012;TIPT.O
2013;TIPT.O
2014;TIPT.O
2015;TIPT.O
2016;TIPT.O
2001;NFX
2002;NFX
2011;NFX
2012;NFX
2013;NFX
1998;MOV
2007;MOV
2008;MOV
2009;MOV
2010;MOV
2004;CRY
2005;CRY
2014;ACRE.K
2015;ACRE.K
1998;PRA
2003;PRA
2004;PRA
1998;CTBI.O
1999;CTBI.O
2003;CTBI.O
2004;CTBI.O
2005;CTBI.O
2003;RAIL.O
2004;RAIL.O
1999;RBCAA.O
2000;RBCAA.O
2001;RBCAA.O
2002;RBCAA.O
2003;RBCAA.O
2004;RBCAA.O
2005;RBCAA.O
2006;RBCAA.O
2007;RBCAA.O
2008;RBCAA.O
2009;RBCAA.O
2010;RBCAA.O
2011;RBCAA.O
2013;RBCAA.O
2004;HF
2005;HF
2006;HF
2007;HF
2001;NPK
2002;NPK
2003;NPK
2004;NPK
2014;NPK
2015;NPK
2002;GIFI.O
2002;VOXX.O
2003;VOXX.O
2011;VOXX.O
2015;VOXX.O
2016;VOXX.O
1999;VICR.O
2007;VICR.O
2008;VICR.O
1998;PCH.O
1999;PCH.O
2000;PCH.O
2001;PCH.O
2002;PCH.O
2003;PCH.O
2004;PCH.O
2005;PCH.O
2006;PCH.O
2007;PCH.O
2008;PCH.O
2009;PCH.O
2010;PCH.O
2012;PCH.O
2013;PCH.O
2014;PCH.O
2015;PCH.O
2016;PCH.O
2000;PFS
2001;PFS
2002;PFS
2003;PFS
2004;PFS
2005;PFS
2008;PFS
2013;PFS
2014;PFS
2004;HSTM.O
2005;HSTM.O
1999;CEQP.K
2000;CEQP.K
2001;CEQP.K
2007;CEQP.K
2008;CEQP.K
2009;CEQP.K
2010;CEQP.K
2004;VRSN.O
2005;VRSN.O
2006;VRSN.O
2007;VRSN.O
2008;VRSN.O
2009;VRSN.O
